id,user,raw_message,clean_message,links,topic,source,timestamp
377,jkridner,jkridner: Welcome @Adarsh !  Please feel encouraged to share more about yourself and your interests. Visiting the https://bbb.io/gsocideas page might provide inspiration. Contributing to open source is very much about building community--understanding problems faced by community members and matching your skills to help solve those problems.,Welcome @Adarsh !  Please feel encouraged to share more about yourself and your interests. Visiting the https://bbb.io/gsocideas page might provide inspiration. Contributing to open source is very much about building community--understanding problems faced by community members and matching your skills to help solve those problems.,['https://bbb.io/gsocideas'],gsoc_planning,gsoc,2023-2024
378,jkridner,"jkridner: This 'all-hands office hour' is all about knowing there will be people on-line and interacting on GSoC topics, so please look to spend this hour with us every week and get to know what is going on in our community.","This 'all-hands office hour' is all about knowing there will be people on-line and interacting on GSoC topics, so please look to spend this hour with us every week and get to know what is going on in our community.",[],gsoc_planning,gsoc,2023-2024
379,jkridner,jkridner: don't hesitate to check out the other channels and see what topics are common. poking around on the forum is good.,don't hesitate to check out the other channels and see what topics are common. poking around on the forum is good.,[],general,gsoc,2023-2024
380,jkridner,"jkridner: also, please don't hesitate to speak your mind. if you get some impression, please share it with openness and compassion. we try to always be improving and know some things can be intimidating or feel uncomfortable.","also, please don't hesitate to speak your mind. if you get some impression, please share it with openness and compassion. we try to always be improving and know some things can be intimidating or feel uncomfortable.",[],general,gsoc,2023-2024
381,jkridner,jkridner: @lorforlinux I want to get fixes on https://bbb.io/gsocideas up *fast*. What do we need to sync here on?,@lorforlinux I want to get fixes on https://bbb.io/gsocideas up *fast*. What do we need to sync here on?,['https://bbb.io/gsocideas'],gsoc_planning,gsoc,2023-2024
382,jkridner,"jkridner: if you aren't doing something right away, I might go ahead and just push my approach.","if you aren't doing something right away, I might go ahead and just push my approach.",[],general,gsoc,2023-2024
383,lorforlinux,lorforlinux: I think that's a great idea @JKridner the build may take a lot of CI time though.,I think that's a great idea @JKridner the build may take a lot of CI time though.,[],gsoc_planning,gsoc,2023-2024
384,jkridner,jkridner: perhaps. a lot of time on the beagle kernel is spent building a *huge* set of drivers.,perhaps. a lot of time on the beagle kernel is spent building a *huge* set of drivers.,[],kernel_dev,gsoc,2023-2024
385,jkridner,"jkridner: if we minimize the drivers, the build time can probably be pretty small.","if we minimize the drivers, the build time can probably be pretty small.",[],general,gsoc,2023-2024
386,jkridner,jkridner: We can also build kernel modules using the Beagle pre-built kernel and then just run the kernel in `qemu`. That might save time and be a more fruitful test.,We can also build kernel modules using the Beagle pre-built kernel and then just run the kernel in `qemu`. That might save time and be a more fruitful test.,[],kernel_dev,gsoc,2023-2024
387,lorforlinux,lorforlinux: Can we merge this and start working on the updates? https://openbeagle.org/gsoc/gsoc.beagleboard.io/-/merge_requests/17,Can we merge this and start working on the updates? https://openbeagle.org/gsoc/gsoc.beagleboard.io/-/merge_requests/17,['https://openbeagle.org/gsoc/gsoc.beagleboard.io/-/merge_requests/17'],gsoc_planning,gsoc,2023-2024
388,jkridner,jkridner: however you'd like. I just want to get it done. 😄,however you'd like. I just want to get it done. 😄,[],general,gsoc,2023-2024
389,jkridner,jkridner: I'll split the task up any way you'd like.,I'll split the task up any way you'd like.,[],general,gsoc,2023-2024
390,lorforlinux,"lorforlinux: Please go ahead with the changes, I need some reference to make new changes. It would be very good see how you want things to look, before I make any updates.","Please go ahead with the changes, I need some reference to make new changes. It would be very good see how you want things to look, before I make any updates.",[],general,gsoc,2023-2024
391,lorforlinux,"lorforlinux: Most of our content is in good shape, we need to make sure people actually know that we have more project ideas on Forum.","Most of our content is in good shape, we need to make sure people actually know that we have more project ideas on Forum.",[],gsoc_planning,gsoc,2023-2024
392,melta101,melta101: Any part you guys need a hand in?,Any part you guys need a hand in?,[],general,gsoc,2023-2024
393,lorforlinux,lorforlinux: We just have to makes sure everything is aligned with these gudilines from Google.,We just have to makes sure everything is aligned with these gudilines from Google.,[],general,gsoc,2023-2024
394,jkridner,jkridner: I'm pushing a bunch of patches to my branch to try to get it in-line. I'm currently trying sidebars and removing the 2-up ideas to try to move them higher on the page.,I'm pushing a bunch of patches to my branch to try to get it in-line. I'm currently trying sidebars and removing the 2-up ideas to try to move them higher on the page.,[],kernel_dev,gsoc,2023-2024
395,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
396,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
397,jkridner,"jkridner: I think we need specific introductions (aka., further reading) for each of our hardware and software skills. Ideally, they would point back to something at https://docs.beagleboard.org, but if they go to a 3rd party site, that would be fine.","I think we need specific introductions (aka., further reading) for each of our hardware and software skills. Ideally, they would point back to something at https://docs.beagleboard.org, but if they go to a 3rd party site, that would be fine.","['https://docs.beagleboard.org,']",gsoc_planning,gsoc,2023-2024
398,jkridner,jkridner: I just think leaving them hanging doesn't give new people a starting point.,I just think leaving them hanging doesn't give new people a starting point.,[],general,gsoc,2023-2024
399,jkridner,jkridner: I could probably create some placeholders at https://jkridner.beagleboard.io/docs.,I could probably create some placeholders at https://jkridner.beagleboard.io/docs.,['https://jkridner.beagleboard.io/docs.'],general,gsoc,2023-2024
400,jkridner,jkridner: @lorforlinux can I get a super-fast review of https://jkridner.beagleboard.io/gsoc such that we can merge something like this?,@lorforlinux can I get a super-fast review of https://jkridner.beagleboard.io/gsoc such that we can merge something like this?,['https://jkridner.beagleboard.io/gsoc'],gsoc_planning,gsoc,2023-2024
401,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
402,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
403,jkridner,jkridner: @lorforlinux have you reviewed my changes?,@lorforlinux have you reviewed my changes?,[],general,gsoc,2023-2024
404,jkridner,"jkridner: k, @lorforlinux, you'll need to back my changes out if you don't like them. 😄","k, @lorforlinux, you'll need to back my changes out if you don't like them. 😄",[],general,gsoc,2023-2024
405,lorforlinux,"lorforlinux: Not yet, I was out of Lab today.","Not yet, I was out of Lab today.",[],general,gsoc,2023-2024
406,lorforlinux,lorforlinux: ,,[],general,gsoc,2023-2024
407,lorforlinux,"lorforlinux: I will keep the content but change the structure a bit so that it looks good on all screen, I hope that's okay.","I will keep the content but change the structure a bit so that it looks good on all screen, I hope that's okay.",[],general,gsoc,2023-2024
408,jkridner,"jkridner: that's fine, but I hope you keep the ideas very close to the top of the screen.","that's fine, but I hope you keep the ideas very close to the top of the screen.",[],gsoc_planning,gsoc,2023-2024
409,jkridner,jkridner: @lorforlinux I did not like needing to scroll past many distractions before I started to read the ideas.,@lorforlinux I did not like needing to scroll past many distractions before I started to read the ideas.,[],gsoc_planning,gsoc,2023-2024
410,lorforlinux,lorforlinux: @JKridner I totally agree with you.,@JKridner I totally agree with you.,[],general,gsoc,2023-2024
411,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
412,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
413,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
414,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
415,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
416,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
417,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
418,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
419,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
420,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
421,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
422,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
423,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
424,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
425,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
426,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
427,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
428,atharvdubey,atharvdubey: Hello everyone! I am  Atharv Dubey a sophmore studying ECE at VJTI Mumbai. I am an embedded systems enthusiast and I am willing to participate in  GSoC  focusing on **Extending librobotcontrol support for newer boards.** I am excited to learn new things and looking forward to connect with the community !,Hello everyone! I am  Atharv Dubey a sophmore studying ECE at VJTI Mumbai. I am an embedded systems enthusiast and I am willing to participate in  GSoC  focusing on **Extending librobotcontrol support for newer boards.** I am excited to learn new things and looking forward to connect with the community !,[],gsoc_planning,gsoc,2023-2024
429,atharvdubey,atharvdubey: Could you please guide me on how to get started ?,Could you please guide me on how to get started ?,[],general,gsoc,2023-2024
430,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
431,nmenon,nmenon: Congratulations! BeagleBoard.org has been selected as a Google Summer of Code 2024 mentor organization.,Congratulations! BeagleBoard.org has been selected as a Google Summer of Code 2024 mentor organization.,[],gsoc_planning,gsoc,2023-2024
432,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
433,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
434,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
435,jkridner,jkridner: announcement doesn't go out to tomorrow. you should have read your e-mail better.,announcement doesn't go out to tomorrow. you should have read your e-mail better.,[],general,gsoc,2023-2024
436,jkridner,jkridner: you only know because you are an admin.,you only know because you are an admin.,[],general,gsoc,2023-2024
437,nmenon,nmenon: Whoops 😦,Whoops 😦,[],general,gsoc,2023-2024
438,jkridner,jkridner: 😄,😄,[],general,gsoc,2023-2024
439,lorforlinux,lorforlinux: https://summerofcode.withgoogle.com/programs/2024/organizations/beagleboardorg,https://summerofcode.withgoogle.com/programs/2024/organizations/beagleboardorg,['https://summerofcode.withgoogle.com/programs/2024/organizations/beagleboardorg'],general,gsoc,2023-2024
440,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
441,nitish_jha22,"nitish_jha22: Hi i am nitish jha a computer science undergrad from india , i am interested in contributing to BeagleBoard for gSoc 24 and i am interested in  FPGA gateware improvements project , so please can someone guide me how to get started with project","Hi i am nitish jha a computer science undergrad from india , i am interested in contributing to BeagleBoard for gSoc 24 and i am interested in  FPGA gateware improvements project , so please can someone guide me how to get started with project",[],gsoc_planning,gsoc,2023-2024
442,silver2row,silver2row: https://forum.beagleboard.org/c/gsoc/13 @Nj221102,https://forum.beagleboard.org/c/gsoc/13 @Nj221102,['https://forum.beagleboard.org/c/gsoc/13'],gsoc_planning,gsoc,2023-2024
443,unknowncosmo,"unknowncosmo: Hello everyone, I've been following the proposal and site editing guide so I'm currently trying to fork https://openbeagle.org/gsoc/gsoc.beagleboard.io. I'd like to begin work on my proposal, fill out some administrivia sections, and identify any holes in my knowledge so far. However the button to do so is greyed out and I believe its because I'm not added to the gsoc project itself. I'm wondering if forking could be enabled for me? I can provide information on my OpenBeagle account if required.","Hello everyone, I've been following the proposal and site editing guide so I'm currently trying to fork https://openbeagle.org/gsoc/gsoc.beagleboard.io. I'd like to begin work on my proposal, fill out some administrivia sections, and identify any holes in my knowledge so far. However the button to do so is greyed out and I believe its because I'm not added to the gsoc project itself. I'm wondering if forking could be enabled for me? I can provide information on my OpenBeagle account if required.",['https://openbeagle.org/gsoc/gsoc.beagleboard.io.'],gsoc_planning,gsoc,2023-2024
444,unknown,cathybeagleboard.org_49739_70204: Good morning,cathybeagleboard.org_49739_70204: Good morning,[],general,gsoc,2023-2024
445,unknown,cathybeagleboard.org_49739_70204: Newbie to Discord - here we go!,cathybeagleboard.org_49739_70204: Newbie to Discord - here we go!,[],general,gsoc,2023-2024
446,jkridner,jkridner: hi @Cathy@beagleboard.org !,hi @Cathy@beagleboard.org !,[],general,gsoc,2023-2024
447,jkridner,jkridner: so glad to see you here,so glad to see you here,[],general,gsoc,2023-2024
448,jkridner,jkridner: Can you screen shot? What is greyed out?,Can you screen shot? What is greyed out?,[],general,gsoc,2023-2024
449,jkridner,"jkridner: indeed, @Seth_ is right. Read up on the chats in the forum and give a bit more thought on how you'd like to approach one of the ideas.","indeed, @Seth_ is right. Read up on the chats in the forum and give a bit more thought on how you'd like to approach one of the ideas.",[],gsoc_planning,gsoc,2023-2024
450,lorforlinux,lorforlinux: @here Hello everyone,@here Hello everyone,[],general,gsoc,2023-2024
451,lorforlinux,"lorforlinux: Hey Cathy, good to see you!","Hey Cathy, good to see you!",[],general,gsoc,2023-2024
452,godzil,godzil: Errr. could you avoid a `at here` just to say hello?,Errr. could you avoid a `at here` just to say hello?,[],general,gsoc,2023-2024
453,jkridner,jkridner: we are starting a meeting.,we are starting a meeting.,[],general,gsoc,2023-2024
454,nmenon,nmenon: Are we going voice channel?,Are we going voice channel?,[],general,gsoc,2023-2024
455,jkridner,"jkridner: would be good if it was only for this channel. this is an all-hands office hour, so we expect people engaged with our GSoC to be around as much as they can for this hour.","would be good if it was only for this channel. this is an all-hands office hour, so we expect people engaged with our GSoC to be around as much as they can for this hour.",[],gsoc_planning,gsoc,2023-2024
456,jkridner,jkridner: @Nishanth Menon I hope not. 😄,@Nishanth Menon I hope not. 😄,[],general,gsoc,2023-2024
457,jkridner,"jkridner: @Nishanth Menon if we want to do introductions, that's fine.","@Nishanth Menon if we want to do introductions, that's fine.",[],general,gsoc,2023-2024
458,godzil,godzil: @JKridner ok,@JKridner ok,[],general,gsoc,2023-2024
459,jkridner,"jkridner: it'll happen every week, but should not be more for that... specific projects can meet more often on their own.","it'll happen every week, but should not be more for that... specific projects can meet more often on their own.",[],general,gsoc,2023-2024
460,jkridner,jkridner: I guess the @ here is really not liked. 😉,I guess the @ here is really not liked. 😉,[],general,gsoc,2023-2024
461,jkridner,jkridner: good to let people know that this channel will be attended live at this time window for quick turn-around on GSoC logistics,good to let people know that this channel will be attended live at this time window for quick turn-around on GSoC logistics,[],gsoc_planning,gsoc,2023-2024
462,jkridner,jkridner: this is a good time to ask questions and know you'll get a quick response.,this is a good time to ask questions and know you'll get a quick response.,[],general,gsoc,2023-2024
463,jkridner,jkridner: what do people think of the new https://gsoc.beagleboard.io ?,what do people think of the new https://gsoc.beagleboard.io ?,['https://gsoc.beagleboard.io'],gsoc_planning,gsoc,2023-2024
464,jkridner,"jkridner: this channel has links to important sites in the description, so be sure to check them.","this channel has links to important sites in the description, so be sure to check them.",[],general,gsoc,2023-2024
465,jkridner,jkridner: do we need to promote more ideas to the site itself? how are we doing on engaged mentors?,do we need to promote more ideas to the site itself? how are we doing on engaged mentors?,[],gsoc_planning,gsoc,2023-2024
466,jkridner,jkridner: who can send email blasts asking for mentor participation? 😄,who can send email blasts asking for mentor participation? 😄,[],gsoc_planning,gsoc,2023-2024
467,nmenon,"nmenon: Will throw this in there.. my Intro: hi folks, I work for TI, Linux kernel, UBoot and low level stuff is my passion. I also maintain TI device trees in kernel.org for k3 SoC. Most stuff in  about am62(BeaglePlay), tda4(ai64), I can try and help.. mentorship, sure can help, but will be more useful with multiple mentors due to work commitments.. hit me up as needed.","Will throw this in there.. my Intro: hi folks, I work for TI, Linux kernel, UBoot and low level stuff is my passion. I also maintain TI device trees in kernel.org for k3 SoC. Most stuff in  about am62(BeaglePlay), tda4(ai64), I can try and help.. mentorship, sure can help, but will be more useful with multiple mentors due to work commitments.. hit me up as needed.",[],kernel_dev,gsoc,2023-2024
468,unknown,cathybeagleboard.org_49739_70204: Wow!,cathybeagleboard.org_49739_70204: Wow!,[],general,gsoc,2023-2024
469,unknown,cathybeagleboard.org_49739_70204: Excited to see the new page!,cathybeagleboard.org_49739_70204: Excited to see the new page!,[],general,gsoc,2023-2024
470,kurtnelle,kurtnelle: @lorforlinux is you crazy?!,@lorforlinux is you crazy?!,[],general,gsoc,2023-2024
471,lorforlinux,lorforlinux: What?,What?,[],general,gsoc,2023-2024
472,melta101,melta101: Hello,Hello,[],general,gsoc,2023-2024
473,jkridner,"jkridner: I think it is just reactions for getting pinged. we have over 1,200 users here now.... many are casual.","I think it is just reactions for getting pinged. we have over 1,200 users here now.... many are casual.",[],general,gsoc,2023-2024
474,jkridner,jkridner: hi @melta101 !,hi @melta101 !,[],general,gsoc,2023-2024
475,jkridner,"jkridner: Our admins for GSoC are me, @Cathy@beagleboard.org and @Nishanth Menon ... though @lorforlinux is doing a *lot* of the heavy lifting for us.","Our admins for GSoC are me, @Cathy@beagleboard.org and @Nishanth Menon ... though @lorforlinux is doing a *lot* of the heavy lifting for us.",[],gsoc_planning,gsoc,2023-2024
476,melta101,melta101: Congratulations on beagleboard going for 11 years as contributors,Congratulations on beagleboard going for 11 years as contributors,[],general,gsoc,2023-2024
477,unknown,"cathybeagleboard.org_49739_70204: Hi Folks, I'm Cathy Wicks cathy@beagleboard.org. I've been excited to connect students to BeagleBoard.org since the beginning.  My home town is in Texas, I'm currently travelling.  I help out with GSoC admin and communications with GSoC project teams","cathybeagleboard.org_49739_70204: Hi Folks, I'm Cathy Wicks cathy@beagleboard.org. I've been excited to connect students to BeagleBoard.org since the beginning.  My home town is in Texas, I'm currently travelling.  I help out with GSoC admin and communications with GSoC project teams",[],gsoc_planning,gsoc,2023-2024
478,jkridner,"jkridner: @lorforlinux is also been both a contributor and mentor, so has experience from both sides. 😄","@lorforlinux is also been both a contributor and mentor, so has experience from both sides. 😄",[],gsoc_planning,gsoc,2023-2024
479,jkridner,"jkridner: I'm also from Texas, but live in Michigan now. I have an 8 year-old named Bash who loves baseball. I started Beagle back in 2007 and @Cathy@beagleboard.org has been along the ride that whole time. I'm now one of 5 board members at BeagleBoard.org Foundation and act as the chief-technologist or some such.","I'm also from Texas, but live in Michigan now. I have an 8 year-old named Bash who loves baseball. I started Beagle back in 2007 and @Cathy@beagleboard.org has been along the ride that whole time. I'm now one of 5 board members at BeagleBoard.org Foundation and act as the chief-technologist or some such.",[],general,gsoc,2023-2024
480,jkridner,"jkridner: @Cathy@beagleboard.org has been involved with university engagements before there was even a Beagle, so we really appreciate her passion and experience. She cannot hide how much she loves helping students succeed.","@Cathy@beagleboard.org has been involved with university engagements before there was even a Beagle, so we really appreciate her passion and experience. She cannot hide how much she loves helping students succeed.",[],general,gsoc,2023-2024
481,jkridner,jkridner: (And I cannot hide how much I despise closed ecosystems like Discord 😉 ),(And I cannot hide how much I despise closed ecosystems like Discord 😉 ),[],general,gsoc,2023-2024
482,jkridner,"jkridner: it would be great to me if someone posted minutes to https://forum.beagleboard.org/c/gsoc, but I'm probably too lazy.","it would be great to me if someone posted minutes to https://forum.beagleboard.org/c/gsoc, but I'm probably too lazy.","['https://forum.beagleboard.org/c/gsoc,']",gsoc_planning,gsoc,2023-2024
483,jkridner,jkridner: This year makes 13 out of the 20 years of GSoC.,This year makes 13 out of the 20 years of GSoC.,[],gsoc_planning,gsoc,2023-2024
484,jkridner,jkridner: https://gsoc.beagleboard.io/projects/index.html,https://gsoc.beagleboard.io/projects/index.html,['https://gsoc.beagleboard.io/projects/index.html'],gsoc_planning,gsoc,2023-2024
485,melta101,melta101: My bad 😬,My bad 😬,[],general,gsoc,2023-2024
486,jkridner,"jkridner: For those that don't know much about Beagle, I love to show the 2 videos posted on https://gsoc.beagleboard.io .. https://www.youtube.com/watch?v=sY5WQG3-3mo and https://www.youtube.com/watch?v=CbL_3le40qc","For those that don't know much about Beagle, I love to show the 2 videos posted on https://gsoc.beagleboard.io .. https://www.youtube.com/watch?v=sY5WQG3-3mo and https://www.youtube.com/watch?v=CbL_3le40qc","['https://gsoc.beagleboard.io', 'https://www.youtube.com/watch?v=sY5WQG3-3mo', 'https://www.youtube.com/watch?v=CbL_3le40qc']",gsoc_planning,gsoc,2023-2024
487,jkridner,"jkridner: about 6 seconds into the National Geographic special on the Europa rover, you'll see BeagleBone Black at the heart of the rover.","about 6 seconds into the National Geographic special on the Europa rover, you'll see BeagleBone Black at the heart of the rover.",[],general,gsoc,2023-2024
488,jkridner,jkridner: The cheeseburger robot has 14 BeagleBone Black boards inside.,The cheeseburger robot has 14 BeagleBone Black boards inside.,[],general,gsoc,2023-2024
489,anujdeshpande,"anujdeshpande: > The cheeseburger robot has 14 BeagleBone Black boards inside.
Is that some kind of record 😅","> The cheeseburger robot has 14 BeagleBone Black boards inside.
Is that some kind of record 😅",[],general,gsoc,2023-2024
490,jkridner,jkridner: probably not....,probably not....,[],general,gsoc,2023-2024
491,jkridner,jkridner: https://www.beagleboard.org/projects/three-story-tall-clock-final-entry,https://www.beagleboard.org/projects/three-story-tall-clock-final-entry,['https://www.beagleboard.org/projects/three-story-tall-clock-final-entry'],general,gsoc,2023-2024
492,unknown,cathybeagleboard.org_49739_70204: One of my favorite BeagleBone applications - is PourSteady which makes the most delicious cuppa coffee at my coffee shop https://www.beagleboard.org/blog/2018-10-22-poursteady,cathybeagleboard.org_49739_70204: One of my favorite BeagleBone applications - is PourSteady which makes the most delicious cuppa coffee at my coffee shop https://www.beagleboard.org/blog/2018-10-22-poursteady,['https://www.beagleboard.org/blog/2018-10-22-poursteady'],general,gsoc,2023-2024
493,jkridner,jkridner: That has 80?,That has 80?,[],general,gsoc,2023-2024
494,unknown,cathybeagleboard.org_49739_70204: Hi @JKridner if I'm a student here today - what should I do next to develop my proposal?,cathybeagleboard.org_49739_70204: Hi @JKridner if I'm a student here today - what should I do next to develop my proposal?,[],gsoc_planning,gsoc,2023-2024
495,lorforlinux,lorforlinux: We have a new proposal writing guide on our new site that contributors can follow to write a proposal https://gsoc.beagleboard.io/guides/proposal.html,We have a new proposal writing guide on our new site that contributors can follow to write a proposal https://gsoc.beagleboard.io/guides/proposal.html,['https://gsoc.beagleboard.io/guides/proposal.html'],gsoc_planning,gsoc,2023-2024
496,jkridner,"jkridner: if looking for inspiration, explore the ideas on https://bbb.io/gsocideas","if looking for inspiration, explore the ideas on https://bbb.io/gsocideas",['https://bbb.io/gsocideas'],gsoc_planning,gsoc,2023-2024
497,jkridner,"jkridner: if you have an idea what you'd like to do, start talking about it.","if you have an idea what you'd like to do, start talking about it.",[],gsoc_planning,gsoc,2023-2024
498,jkridner,"jkridner: like, for me, I have *lots* of ideas.","like, for me, I have *lots* of ideas.",[],gsoc_planning,gsoc,2023-2024
499,jkridner,jkridner: one of the more out-there ideas I have is making a TV commercial removing appliance.,one of the more out-there ideas I have is making a TV commercial removing appliance.,[],gsoc_planning,gsoc,2023-2024
500,jkridner,jkridner: I discussed it at https://bbb.io/gsocml,I discussed it at https://bbb.io/gsocml,['https://bbb.io/gsocml'],gsoc_planning,gsoc,2023-2024
